Date,Nairobi,Date,Mombasa,Date,Baringo,Date,Bomet,Date,Bungoma,Date,Busia,Date,Elgeyo-Marakwet,Date,Embu,Date,Garisa,Date,HomaBay,Date,Isiolo,Date,Kajiado,Date,Kakamega,Date,Kericho,Date,Kiambu,Date,Kilifi,Date,Kirinyaga,Date,Kisii,Date,kisumu,Date,Kitui,Date,Kwale,Date,Laikipia,Date,Lamu,Date,Machakos,Date,Makueni,Date,Mandera,Date,Marsabit,Date,Meru,Date,Migori,Date,Murang'a,Date,Nakuru,Date,Nandi,Date,Narok,Date,Nyamira,Date,Nyandarua,Date,Nyeri,Date,Samburu,Date,Siaya,Date,Taita Taveta,Date,Tharaka-Nithi,Date,Trans Nzoia,Date,Turkana,Date,Uasin Gishu,Date,Vihiga,Date,Wajir,Date,West pokot
25.07.2020,12,06.11.2020,1,,,,,,,,,,,,,,,,,,,,,,,,,23.11.2020,5,,,,,,,,,,,,,,,,,22.05.2021,1,,,,,,,,,,,19.08.2021,1,03.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,29.03.2021,1,,,,,,
26.07.2020,16,07.11.2020,1,,,,,,,,,,,,,,,,,,,,,,,,,24.11.2020,1,,,,,,,,,,,,,,,,,30.05.2021,2,,,,,,,,,,,20.08.2021,1,05.04.2021,2,,,,,,,,,,,,,,,,,,,,,,,02.04.2021,2,,,,,,
27.07.2020,38,09.11.2020,1,,,,,,,,,,,,,,,,,,,,,,,,,25.11.2020,5,,,,,,,,,,,,,,,,,05.06.2021,1,,,,,,,,,,,21.08.2021,2,06.04.2021,3,,,,,,,,,,,,,,,,,,,,,,,03.04.2021,1,,,,,,
28.07.2020,16,11.11.2020,2,,,,,,,,,,,,,,,,,,,,,,,,,26.11.2020,2,,,,,,,,,,,,,,,,,06.06.2021,2,,,,,,,,,,,,,07.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,04.04.2021,2,,,,,,
29.07.2020,17,12.11.2020,1,,,,,,,,,,,,,,,,,,,,,,,,,27.11.2020,3,,,,,,,,,,,,,,,,,07.06.2021,1,,,,,,,,,,,,,08.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,06.04.2021,1,,,,,,
30.07.2020,14,13.11.2020,1,,,,,,,,,,,,,,,,,,,,,,,,,28.11.2020,2,,,,,,,,,,,,,,,,,16.07.2021,1,,,,,,,,,,,,,10.04.2021,2,,,,,,,,,,,,,,,,,,,,,,,09.04.2021,2,,,,,,
31.07.2020,34,15.11.2020,1,,,,,,,,,,,,,,,,,,,,,,,,,30.11.2020,1,,,,,,,,,,,,,,,,,23.07.2021,1,,,,,,,,,,,,,11.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,11.04.2021,1,,,,,,
01.08.2020,25,26.11.2020,1,,,,,,,,,,,,,,,,,,,,,,,,,01.12.2020,2,,,,,,,,,,,,,,,,,25.07.2021,1,,,,,,,,,,,,,12.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,24.05.2021,1,,,,,,
02.08.2020,12,28.11.2020,1,,,,,,,,,,,,,,,,,,,,,,,,,02.12.2020,2,,,,,,,,,,,,,,,,,16.08.2021,2,,,,,,,,,,,,,13.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,05.06.2021,1,,,,,,
03.08.2020,19,10.12.2020,1,,,,,,,,,,,,,,,,,,,,,,,,,03.12.2020,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.04.2021,2,,,,,,,,,,,,,,,,,,,,,,,08.06.2021,1,,,,,,
04.08.2020,18,12.12.2020,1,,,,,,,,,,,,,,,,,,,,,,,,,04.12.2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.04.2021,3,,,,,,,,,,,,,,,,,,,,,,,10.06.2021,2,,,,,,
05.08.2020,9,19.12.2020,2,,,,,,,,,,,,,,,,,,,,,,,,,05.12.2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.04.2021,2,,,,,,,,,,,,,,,,,,,,,,,11.06.2021,3,,,,,,
06.08.2020,8,21.12.2020,1,,,,,,,,,,,,,,,,,,,,,,,,,06.12.2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.04.2021,4,,,,,,,,,,,,,,,,,,,,,,,17.06.2021,1,,,,,,
07.08.2020,13,24.12.2020,1,,,,,,,,,,,,,,,,,,,,,,,,,08.12.2020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,21.06.2021,2,,,,,,
08.08.2020,9,27.12.2020,1,,,,,,,,,,,,,,,,,,,,,,,,,11.12.2020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,22.06.2021,1,,,,,,
09.08.2020,13,05.01.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,12.12.2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.04.2021,2,,,,,,,,,,,,,,,,,,,,,,,23.06.2021,1,,,,,,
10.08.2020,5,06.01.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,14.12.2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,24.06.2021,1,,,,,,
11.08.2020,20,14.01.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,15.12.2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,25.06.2021,1,,,,,,
12.08.2020,22,15.01.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,16.12.2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,26.06.2021,3,,,,,,
13.08.2020,6,20.01.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,19.12.2020,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,28.06.2021,2,,,,,,
14.08.2020,19,24.01.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,07.01.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,01.07.2021,1,,,,,,
15.08.2020,6,28.01.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,21.01.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,02.07.2021,1,,,,,,
16.08.2020,9,29.01.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,03.02.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.05.2021,2,,,,,,,,,,,,,,,,,,,,,,,06.07.2021,2,,,,,,
17.08.2020,4,03.02.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,04.02.2021,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.05.2021,2,,,,,,,,,,,,,,,,,,,,,,,07.07.2021,1,,,,,,
18.08.2020,8,06.02.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,08.02.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01.06.2021,1,,,,,,,,,,,,,,,,,,,,,,,08.07.2021,1,,,,,,
19.08.2020,10,07.02.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,18.02.2021,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07.06.2021,3,,,,,,,,,,,,,,,,,,,,,,,09.07.2021,1,,,,,,
20.08.2020,19,23.02.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,21.02.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08.06.2021,2,,,,,,,,,,,,,,,,,,,,,,,12.07.2021,4,,,,,,
21.08.2020,7,25.02.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,27.02.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.06.2021,3,,,,,,,,,,,,,,,,,,,,,,,13.07.2021,1,,,,,,
22.08.2020,13,26.02.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,02.03.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.06.2021,1,,,,,,,,,,,,,,,,,,,,,,,14.07.2021,3,,,,,,
23.08.2020,7,28.02.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,03.03.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.06.2021,1,,,,,,,,,,,,,,,,,,,,,,,15.07.2021,3,,,,,,
24.08.2020,5,10.03.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,04.03.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.06.2021,1,,,,,,,,,,,,,,,,,,,,,,,21.07.2021,2,,,,,,
25.08.2020,10,20.03.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,05.03.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.06.2021,1,,,,,,,,,,,,,,,,,,,,,,,22.07.2021,1,,,,,,
26.08.2020,4,21.03.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,06.03.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06.2021,1,,,,,,,,,,,,,,,,,,,,,,,26.07.2021,1,,,,,,
27.08.2020,4,28.03.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,07.03.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01.07.2021,1,,,,,,,,,,,,,,,,,,,,,,,28.07.2021,2,,,,,,
28.08.2020,4,01.04.2021,4,,,,,,,,,,,,,,,,,,,,,,,,,08.03.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05.07.2021,1,,,,,,,,,,,,,,,,,,,,,,,09.08.2021,1,,,,,,
29.08.2020,4,03.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,09.03.2021,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06.07.2021,3,,,,,,,,,,,,,,,,,,,,,,,10.08.2021,1,,,,,,
30.08.2020,5,05.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,10.03.2021,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07.07.2021,2,,,,,,,,,,,,,,,,,,,,,,,12.08.2021,3,,,,,,
31.08.2020,3,08.04.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,11.03.2021,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08.07.2021,2,,,,,,,,,,,,,,,,,,,,,,,18.08.2021,1,,,,,,
01.09.2020,6,09.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,13.03.2021,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09.07.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.09.2020,9,10.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,15.03.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.07.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.09.2020,2,11.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,16.03.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.07.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.09.2020,5,14.04.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,17.03.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.07.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.09.2020,1,17.04.2021,4,,,,,,,,,,,,,,,,,,,,,,,,,18.03.2021,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.07.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.09.2020,2,18.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,19.03.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.07.2021,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.09.2020,3,19.04.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,20.03.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.07.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.09.2020,1,20.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,21.03.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.07.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.09.2020,2,21.04.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,22.03.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.07.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.09.2020,1,22.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,23.03.2021,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.07.2021,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.09.2020,2,24.04.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,24.03.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02.08.2021,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.09.2020,5,26.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,25.03.2021,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03.08.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.09.2020,2,27.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,26.03.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04.08.2021,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.09.2020,2,28.04.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,27.03.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05.08.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.09.2020,1,01.05.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,28.03.2021,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06.08.2021,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.09.2020,6,02.05.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,29.03.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09.08.2021,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.09.2020,9,03.05.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,30.03.2021,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.08.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.09.2020,3,07.05.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,31.03.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.08.2021,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.09.2020,5,08.05.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,01.04.2021,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.08.2021,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.09.2020,1,10.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,02.04.2021,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.08.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.09.2020,3,11.05.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,03.04.2021,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.08.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.09.2020,3,13.05.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,04.04.2021,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.08.2021,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.09.2020,8,14.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,05.04.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.08.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.09.2020,4,15.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,06.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.08.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.09.2020,3,18.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,07.04.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.08.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.09.2020,5,19.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,08.04.2021,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.08.2021,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.09.2020,2,21.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,09.04.2021,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.08.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.09.2020,1,24.05.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,10.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.08.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.09.2020,6,26.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,11.04.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.08.2021,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.09.2020,2,28.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,12.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.08.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.10.2020,4,29.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,13.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.08.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.10.2020,5,02.06.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,14.04.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.08.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.10.2020,10,04.06.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,15.04.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.08.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.10.2020,2,07.06.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,17.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.10.2020,6,08.06.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,18.04.2021,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.10.2020,4,09.06.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,20.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.10.2020,4,10.06.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,21.04.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.10.2020,9,11.06.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,23.04.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.10.2020,12,12.06.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,24.04.2021,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.10.2020,13,14.06.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,25.04.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.2020,8,16.06.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,26.04.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.2020,,17.06.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,27.04.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.2020,4,18.06.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,28.04.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.2020,16,22.06.2021,3,,,,,,,,,,,,,,,,,,,,,,,,,29.04.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.2020,15,30.06.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,30.04.2021,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.2020,8,06.07.2021,5,,,,,,,,,,,,,,,,,,,,,,,,,01.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.2020,14,07.07.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,03.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.2020,14,08.07.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,04.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.2020,9,12.07.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,05.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.2020,14,14.07.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,09.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.2020,16,16.07.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,13.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.2020,9,17.07.2021,4,,,,,,,,,,,,,,,,,,,,,,,,,16.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.2020,8,19.07.2021,7,,,,,,,,,,,,,,,,,,,,,,,,,17.05.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.2020,14,21.07.2021,9,,,,,,,,,,,,,,,,,,,,,,,,,19.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10.2020,8,22.07.2021,7,,,,,,,,,,,,,,,,,,,,,,,,,28.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.10.2020,10,24.07.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,29.05.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.10.2020,9,26.07.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,03.06.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.10.2020,24,28.07.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,10.06.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.10.2020,14,29.07.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,11.06.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.10.2020,15,02.08.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,17.06.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.10.2020,13,06.08.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,19.06.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.11.2020,13,10.08.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,20.06.2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.11.2020,21,17.08.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,24.06.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.11.2020,24,,,,,,,,,,,,,,,,,,,,,,,,,,,02.07.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.11.2020,15,,,,,,,,,,,,,,,,,,,,,,,,,,,06.07.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.11.2020,19,,,,,,,,,,,,,,,,,,,,,,,,,,,07.07.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.11.2020,16,,,,,,,,,,,,,,,,,,,,,,,,,,,08.07.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.11.2020,8,,,,,,,,,,,,,,,,,,,,,,,,,,,10.07.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.11.2020,21,,,,,,,,,,,,,,,,,,,,,,,,,,,11.07.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.11.2020,25,,,,,,,,,,,,,,,,,,,,,,,,,,,13.07.2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
